Age,Age_Bands,Area,Gender,Population
70,70 - 74,West Dunbartonshire,Female,425
70,70 - 74,West Lothian,Female,828
71,70 - 74,Aberdeen City,Male,672
71,70 - 74,Aberdeenshire,Male,1116
71,70 - 74,Angus,Male,615
71,70 - 74,Argyll and Bute,Male,537
71,70 - 74,City of Edinburgh,Male,1637
71,70 - 74,Clackmannanshire,Male,244
71,70 - 74,Dumfries and Galloway,Male,873
71,70 - 74,Dundee City,Male,539
71,70 - 74,East Ayrshire,Male,599
71,70 - 74,East Dunbartonshire,Male,531
71,70 - 74,East Lothian,Male,463
71,70 - 74,East Renfrewshire,Male,377
71,70 - 74,Falkirk,Male,716
71,70 - 74,Fife,Male,1799
71,70 - 74,Glasgow City,Male,1778
71,70 - 74,Highland,Male,1208
71,70 - 74,Inverclyde,Male,347
71,70 - 74,Midlothian,Male,422
71,70 - 74,Moray,Male,446
71,70 - 74,Na h-Eileanan Siar,Male,138
71,70 - 74,North Ayrshire,Male,695
71,70 - 74,North Lanarkshire,Male,1267
71,70 - 74,Orkney Islands,Male,112
71,70 - 74,Perth and Kinross,Male,746
71,70 - 74,Renfrewshire,Male,767
71,70 - 74,Scottish Borders,Male,635
71,70 - 74,Shetland Islands,Male,99
71,70 - 74,South Ayrshire,Male,637
71,70 - 74,South Lanarkshire,Male,1391
71,70 - 74,Stirling,Male,354
71,70 - 74,West Dunbartonshire,Male,375
71,70 - 74,West Lothian,Male,728
71,70 - 74,Aberdeen City,Female,781
71,70 - 74,Aberdeenshire,Female,1213
71,70 - 74,Angus,Female,680
71,70 - 74,Argyll and Bute,Female,564
71,70 - 74,City of Edinburgh,Female,1840
71,70 - 74,Clackmannanshire,Female,298
71,70 - 74,Dumfries and Galloway,Female,992
71,70 - 74,Dundee City,Female,656
71,70 - 74,East Ayrshire,Female,657
71,70 - 74,East Dunbartonshire,Female,596
71,70 - 74,East Lothian,Female,509
71,70 - 74,East Renfrewshire,Female,487
71,70 - 74,Falkirk,Female,737
71,70 - 74,Fife,Female,1971
71,70 - 74,Glasgow City,Female,2106
71,70 - 74,Highland,Female,1204
71,70 - 74,Inverclyde,Female,398
71,70 - 74,Midlothian,Female,421
71,70 - 74,Moray,Female,564
71,70 - 74,Na h-Eileanan Siar,Female,143
71,70 - 74,North Ayrshire,Female,775
71,70 - 74,North Lanarkshire,Female,1544
71,70 - 74,Orkney Islands,Female,129
71,70 - 74,Perth and Kinross,Female,860
71,70 - 74,Renfrewshire,Female,876
71,70 - 74,Scottish Borders,Female,706
71,70 - 74,Shetland Islands,Female,127
71,70 - 74,South Ayrshire,Female,745
71,70 - 74,South Lanarkshire,Female,1473
71,70 - 74,Stirling,Female,437
71,70 - 74,West Dunbartonshire,Female,409
71,70 - 74,West Lothian,Female,789
72,70 - 74,Aberdeen City,Male,689
72,70 - 74,Aberdeenshire,Male,1121
72,70 - 74,Angus,Male,626
72,70 - 74,Argyll and Bute,Male,549
72,70 - 74,City of Edinburgh,Male,1597
72,70 - 74,Clackmannanshire,Male,256
72,70 - 74,Dumfries and Galloway,Male,917
72,70 - 74,Dundee City,Male,556
72,70 - 74,East Ayrshire,Male,591
72,70 - 74,East Dunbartonshire,Male,533
72,70 - 74,East Lothian,Male,488
72,70 - 74,East Renfrewshire,Male,390
72,70 - 74,Falkirk,Male,653
72,70 - 74,Fife,Male,1744
72,70 - 74,Glasgow City,Male,1778
72,70 - 74,Highland,Male,1275
72,70 - 74,Inverclyde,Male,398
72,70 - 74,Midlothian,Male,393
72,70 - 74,Moray,Male,481
72,70 - 74,Na h-Eileanan Siar,Male,156
72,70 - 74,North Ayrshire,Male,741
72,70 - 74,North Lanarkshire,Male,1326
72,70 - 74,Orkney Islands,Male,142
72,70 - 74,Perth and Kinross,Male,774
72,70 - 74,Renfrewshire,Male,780
72,70 - 74,Scottish Borders,Male,670
72,70 - 74,Shetland Islands,Male,113
72,70 - 74,South Ayrshire,Male,673
72,70 - 74,South Lanarkshire,Male,1409
72,70 - 74,Stirling,Male,418
72,70 - 74,West Dunbartonshire,Male,385
72,70 - 74,West Lothian,Male,686
72,70 - 74,Aberdeen City,Female,800
72,70 - 74,Aberdeenshire,Female,1139
72,70 - 74,Angus,Female,682
72,70 - 74,Argyll and Bute,Female,572
72,70 - 74,City of Edinburgh,Female,1818
72,70 - 74,Clackmannanshire,Female,282
72,70 - 74,Dumfries and Galloway,Female,964
72,70 - 74,Dundee City,Female,586
72,70 - 74,East Ayrshire,Female,635
72,70 - 74,East Dunbartonshire,Female,611
72,70 - 74,East Lothian,Female,585
72,70 - 74,East Renfrewshire,Female,500
72,70 - 74,Falkirk,Female,772
72,70 - 74,Fife,Female,2030
72,70 - 74,Glasgow City,Female,2086
72,70 - 74,Highland,Female,1337
72,70 - 74,Inverclyde,Female,447
72,70 - 74,Midlothian,Female,466
72,70 - 74,Moray,Female,512
72,70 - 74,Na h-Eileanan Siar,Female,157
72,70 - 74,North Ayrshire,Female,799
72,70 - 74,North Lanarkshire,Female,1568
72,70 - 74,Orkney Islands,Female,123
72,70 - 74,Perth and Kinross,Female,812
72,70 - 74,Renfrewshire,Female,886
72,70 - 74,Scottish Borders,Female,730
72,70 - 74,Shetland Islands,Female,98
72,70 - 74,South Ayrshire,Female,727
72,70 - 74,South Lanarkshire,Female,1575
72,70 - 74,Stirling,Female,481
72,70 - 74,West Dunbartonshire,Female,412
72,70 - 74,West Lothian,Female,778
73,70 - 74,Aberdeen City,Male,692
73,70 - 74,Aberdeenshire,Male,1066
73,70 - 74,Angus,Male,562
73,70 - 74,Argyll and Bute,Male,512
73,70 - 74,City of Edinburgh,Male,1465
73,70 - 74,Clackmannanshire,Male,226
73,70 - 74,Dumfries and Galloway,Male,819
73,70 - 74,Dundee City,Male,493
73,70 - 74,East Ayrshire,Male,549
73,70 - 74,East Dunbartonshire,Male,467
73,70 - 74,East Lothian,Male,435
73,70 - 74,East Renfrewshire,Male,342
73,70 - 74,Falkirk,Male,671
73,70 - 74,Fife,Male,1638
73,70 - 74,Glasgow City,Male,1695
73,70 - 74,Highland,Male,1131
73,70 - 74,Inverclyde,Male,340
73,70 - 74,Midlothian,Male,371
73,70 - 74,Moray,Male,446
73,70 - 74,Na h-Eileanan Siar,Male,134
73,70 - 74,North Ayrshire,Male,665
73,70 - 74,North Lanarkshire,Male,1229
73,70 - 74,Orkney Islands,Male,114
73,70 - 74,Perth and Kinross,Male,707
73,70 - 74,Renfrewshire,Male,694
73,70 - 74,Scottish Borders,Male,637
73,70 - 74,Shetland Islands,Male,116
73,70 - 74,South Ayrshire,Male,655
73,70 - 74,South Lanarkshire,Male,1319
73,70 - 74,Stirling,Male,381
73,70 - 74,West Dunbartonshire,Male,311
73,70 - 74,West Lothian,Male,646
73,70 - 74,Aberdeen City,Female,813
73,70 - 74,Aberdeenshire,Female,1142
73,70 - 74,Angus,Female,652
73,70 - 74,Argyll and Bute,Female,520
73,70 - 74,City of Edinburgh,Female,1796
73,70 - 74,Clackmannanshire,Female,272
73,70 - 74,Dumfries and Galloway,Female,973
73,70 - 74,Dundee City,Female,591
73,70 - 74,East Ayrshire,Female,596
73,70 - 74,East Dunbartonshire,Female,613
73,70 - 74,East Lothian,Female,488
73,70 - 74,East Renfrewshire,Female,487
73,70 - 74,Falkirk,Female,715
73,70 - 74,Fife,Female,1850
73,70 - 74,Glasgow City,Female,2019
73,70 - 74,Highland,Female,1316
73,70 - 74,Inverclyde,Female,441
73,70 - 74,Midlothian,Female,423
73,70 - 74,Moray,Female,512
73,70 - 74,Na h-Eileanan Siar,Female,188
73,70 - 74,North Ayrshire,Female,781
73,70 - 74,North Lanarkshire,Female,1575
73,70 - 74,Orkney Islands,Female,140
73,70 - 74,Perth and Kinross,Female,883
73,70 - 74,Renfrewshire,Female,772
73,70 - 74,Scottish Borders,Female,696
73,70 - 74,Shetland Islands,Female,125
73,70 - 74,South Ayrshire,Female,687
73,70 - 74,South Lanarkshire,Female,1534
73,70 - 74,Stirling,Female,452
73,70 - 74,West Dunbartonshire,Female,433
73,70 - 74,West Lothian,Female,780
74,70 - 74,Aberdeen City,Male,658
74,70 - 74,Aberdeenshire,Male,956
74,70 - 74,Angus,Male,522
74,70 - 74,Argyll and Bute,Male,446
74,70 - 74,City of Edinburgh,Male,1312
74,70 - 74,Clackmannanshire,Male,200
74,70 - 74,Dumfries and Galloway,Male,773
74,70 - 74,Dundee City,Male,449
74,70 - 74,East Ayrshire,Male,432
74,70 - 74,East Dunbartonshire,Male,431
74,70 - 74,East Lothian,Male,405
74,70 - 74,East Renfrewshire,Male,309
74,70 - 74,Falkirk,Male,530
74,70 - 74,Fife,Male,1530
74,70 - 74,Glasgow City,Male,1566
74,70 - 74,Highland,Male,1060
74,70 - 74,Inverclyde,Male,295
74,70 - 74,Midlothian,Male,317
74,70 - 74,Moray,Male,402
74,70 - 74,Na h-Eileanan Siar,Male,138
74,70 - 74,North Ayrshire,Male,555
74,70 - 74,North Lanarkshire,Male,1085
74,70 - 74,Orkney Islands,Male,119
74,70 - 74,Perth and Kinross,Male,659
74,70 - 74,Renfrewshire,Male,615
74,70 - 74,Scottish Borders,Male,536
74,70 - 74,Shetland Islands,Male,96
74,70 - 74,South Ayrshire,Male,535
74,70 - 74,South Lanarkshire,Male,1189
74,70 - 74,Stirling,Male,342
74,70 - 74,West Dunbartonshire,Male,309
74,70 - 74,West Lothian,Male,602
74,70 - 74,Aberdeen City,Female,823
74,70 - 74,Aberdeenshire,Female,1110
74,70 - 74,Angus,Female,607
74,70 - 74,Argyll and Bute,Female,483
74,70 - 74,City of Edinburgh,Female,1668
74,70 - 74,Clackmannanshire,Female,232
74,70 - 74,Dumfries and Galloway,Female,887
74,70 - 74,Dundee City,Female,599
74,70 - 74,East Ayrshire,Female,577
74,70 - 74,East Dunbartonshire,Female,499
74,70 - 74,East Lothian,Female,491
74,70 - 74,East Renfrewshire,Female,411
74,70 - 74,Falkirk,Female,705
74,70 - 74,Fife,Female,1678
74,70 - 74,Glasgow City,Female,1889
74,70 - 74,Highland,Female,1136
74,70 - 74,Inverclyde,Female,356
74,70 - 74,Midlothian,Female,352
74,70 - 74,Moray,Female,446
74,70 - 74,Na h-Eileanan Siar,Female,121
74,70 - 74,North Ayrshire,Female,740
74,70 - 74,North Lanarkshire,Female,1379
74,70 - 74,Orkney Islands,Female,147
74,70 - 74,Perth and Kinross,Female,815
74,70 - 74,Renfrewshire,Female,785
74,70 - 74,Scottish Borders,Female,600
74,70 - 74,Shetland Islands,Female,123
74,70 - 74,South Ayrshire,Female,653
74,70 - 74,South Lanarkshire,Female,1424
74,70 - 74,Stirling,Female,419
74,70 - 74,West Dunbartonshire,Female,375
74,70 - 74,West Lothian,Female,724
75,75 - 79,Aberdeen City,Male,555
75,75 - 79,Aberdeenshire,Male,828
75,75 - 79,Angus,Male,484
75,75 - 79,Argyll and Bute,Male,397
75,75 - 79,City of Edinburgh,Male,1211
75,75 - 79,Clackmannanshire,Male,183
75,75 - 79,Dumfries and Galloway,Male,729
75,75 - 79,Dundee City,Male,429
75,75 - 79,East Ayrshire,Male,450
75,75 - 79,East Dunbartonshire,Male,395
75,75 - 79,East Lothian,Male,378
75,75 - 79,East Renfrewshire,Male,317
75,75 - 79,Falkirk,Male,510
75,75 - 79,Fife,Male,1281
75,75 - 79,Glasgow City,Male,1376
75,75 - 79,Highland,Male,858
75,75 - 79,Inverclyde,Male,296
75,75 - 79,Midlothian,Male,291
75,75 - 79,Moray,Male,375
75,75 - 79,Na h-Eileanan Siar,Male,120
75,75 - 79,North Ayrshire,Male,509
75,75 - 79,North Lanarkshire,Male,1014
75,75 - 79,Orkney Islands,Male,86
75,75 - 79,Perth and Kinross,Male,587
75,75 - 79,Renfrewshire,Male,608
75,75 - 79,Scottish Borders,Male,483
75,75 - 79,Shetland Islands,Male,81
75,75 - 79,South Ayrshire,Male,487
75,75 - 79,South Lanarkshire,Male,1045
75,75 - 79,Stirling,Male,318
75,75 - 79,West Dunbartonshire,Male,256
75,75 - 79,West Lothian,Male,559
75,75 - 79,Aberdeen City,Female,743
75,75 - 79,Aberdeenshire,Female,977
75,75 - 79,Angus,Female,536
75,75 - 79,Argyll and Bute,Female,467
75,75 - 79,City of Edinburgh,Female,1597
75,75 - 79,Clackmannanshire,Female,221
75,75 - 79,Dumfries and Galloway,Female,807
75,75 - 79,Dundee City,Female,560
75,75 - 79,East Ayrshire,Female,521
75,75 - 79,East Dunbartonshire,Female,520
75,75 - 79,East Lothian,Female,461
75,75 - 79,East Renfrewshire,Female,435
75,75 - 79,Falkirk,Female,617
75,75 - 79,Fife,Female,1474
75,75 - 79,Glasgow City,Female,1898
75,75 - 79,Highland,Female,1082
75,75 - 79,Inverclyde,Female,355
75,75 - 79,Midlothian,Female,356
75,75 - 79,Moray,Female,420
75,75 - 79,Na h-Eileanan Siar,Female,160
75,75 - 79,North Ayrshire,Female,673
75,75 - 79,North Lanarkshire,Female,1255
75,75 - 79,Orkney Islands,Female,91
75,75 - 79,Perth and Kinross,Female,673
75,75 - 79,Renfrewshire,Female,720
75,75 - 79,Scottish Borders,Female,568
75,75 - 79,Shetland Islands,Female,91
75,75 - 79,South Ayrshire,Female,567
75,75 - 79,South Lanarkshire,Female,1397
75,75 - 79,Stirling,Female,388
75,75 - 79,West Dunbartonshire,Female,372
75,75 - 79,West Lothian,Female,634
76,75 - 79,Aberdeen City,Male,582
76,75 - 79,Aberdeenshire,Male,903
76,75 - 79,Angus,Male,490
76,75 - 79,Argyll and Bute,Male,411
76,75 - 79,City of Edinburgh,Male,1253
76,75 - 79,Clackmannanshire,Male,152
76,75 - 79,Dumfries and Galloway,Male,708
76,75 - 79,Dundee City,Male,480
76,75 - 79,East Ayrshire,Male,419
76,75 - 79,East Dunbartonshire,Male,435
76,75 - 79,East Lothian,Male,347
76,75 - 79,East Renfrewshire,Male,287
76,75 - 79,Falkirk,Male,507
76,75 - 79,Fife,Male,1260
76,75 - 79,Glasgow City,Male,1373
76,75 - 79,Highland,Male,893
76,75 - 79,Inverclyde,Male,248
76,75 - 79,Midlothian,Male,261
76,75 - 79,Moray,Male,374
76,75 - 79,Na h-Eileanan Siar,Male,117
76,75 - 79,North Ayrshire,Male,575
76,75 - 79,North Lanarkshire,Male,1038
76,75 - 79,Orkney Islands,Male,118
76,75 - 79,Perth and Kinross,Male,655
76,75 - 79,Renfrewshire,Male,543
76,75 - 79,Scottish Borders,Male,494
76,75 - 79,Shetland Islands,Male,93
76,75 - 79,South Ayrshire,Male,488
76,75 - 79,South Lanarkshire,Male,995
76,75 - 79,Stirling,Male,336
76,75 - 79,West Dunbartonshire,Male,264
76,75 - 79,West Lothian,Male,504
76,75 - 79,Aberdeen City,Female,771
76,75 - 79,Aberdeenshire,Female,1005
76,75 - 79,Angus,Female,562
76,75 - 79,Argyll and Bute,Female,474
76,75 - 79,City of Edinburgh,Female,1577
76,75 - 79,Clackmannanshire,Female,186
76,75 - 79,Dumfries and Galloway,Female,790
76,75 - 79,Dundee City,Female,544
76,75 - 79,East Ayrshire,Female,535
76,75 - 79,East Dunbartonshire,Female,519
76,75 - 79,East Lothian,Female,447
76,75 - 79,East Renfrewshire,Female,399
76,75 - 79,Falkirk,Female,641
76,75 - 79,Fife,Female,1577
76,75 - 79,Glasgow City,Female,1980
76,75 - 79,Highland,Female,1063
76,75 - 79,Inverclyde,Female,339
76,75 - 79,Midlothian,Female,353
76,75 - 79,Moray,Female,421
76,75 - 79,Na h-Eileanan Siar,Female,160
76,75 - 79,North Ayrshire,Female,680
76,75 - 79,North Lanarkshire,Female,1302
76,75 - 79,Orkney Islands,Female,126
76,75 - 79,Perth and Kinross,Female,699
76,75 - 79,Renfrewshire,Female,701
76,75 - 79,Scottish Borders,Female,578
76,75 - 79,Shetland Islands,Female,91
76,75 - 79,South Ayrshire,Female,605
76,75 - 79,South Lanarkshire,Female,1347
76,75 - 79,Stirling,Female,382
76,75 - 79,West Dunbartonshire,Female,375
76,75 - 79,West Lothian,Female,604
77,75 - 79,Aberdeen City,Male,530
77,75 - 79,Aberdeenshire,Male,814
77,75 - 79,Angus,Male,412
77,75 - 79,Argyll and Bute,Male,358
77,75 - 79,City of Edinburgh,Male,1202
77,75 - 79,Clackmannanshire,Male,148
77,75 - 79,Dumfries and Galloway,Male,643
77,75 - 79,Dundee City,Male,459
77,75 - 79,East Ayrshire,Male,459
77,75 - 79,East Dunbartonshire,Male,386
77,75 - 79,East Lothian,Male,313
77,75 - 79,East Renfrewshire,Male,319
77,75 - 79,Falkirk,Male,499
77,75 - 79,Fife,Male,1267
77,75 - 79,Glasgow City,Male,1314
77,75 - 79,Highland,Male,827
77,75 - 79,Inverclyde,Male,261
77,75 - 79,Midlothian,Male,275
77,75 - 79,Moray,Male,358
77,75 - 79,Na h-Eileanan Siar,Male,140
77,75 - 79,North Ayrshire,Male,520
77,75 - 79,North Lanarkshire,Male,984
77,75 - 79,Orkney Islands,Male,100
77,75 - 79,Perth and Kinross,Male,618
77,75 - 79,Renfrewshire,Male,572
77,75 - 79,Scottish Borders,Male,488
77,75 - 79,Shetland Islands,Male,81
77,75 - 79,South Ayrshire,Male,458
77,75 - 79,South Lanarkshire,Male,950
77,75 - 79,Stirling,Male,316
77,75 - 79,West Dunbartonshire,Male,278
77,75 - 79,West Lothian,Male,520
77,75 - 79,Aberdeen City,Female,758
77,75 - 79,Aberdeenshire,Female,924
77,75 - 79,Angus,Female,521
77,75 - 79,Argyll and Bute,Female,465
77,75 - 79,City of Edinburgh,Female,1557
77,75 - 79,Clackmannanshire,Female,207
77,75 - 79,Dumfries and Galloway,Female,740
77,75 - 79,Dundee City,Female,551
77,75 - 79,East Ayrshire,Female,449
77,75 - 79,East Dunbartonshire,Female,555
77,75 - 79,East Lothian,Female,427
77,75 - 79,East Renfrewshire,Female,370
77,75 - 79,Falkirk,Female,672
77,75 - 79,Fife,Female,1485
77,75 - 79,Glasgow City,Female,1970
77,75 - 79,Highland,Female,1021
77,75 - 79,Inverclyde,Female,354
77,75 - 79,Midlothian,Female,327
77,75 - 79,Moray,Female,382
77,75 - 79,Na h-Eileanan Siar,Female,124
77,75 - 79,North Ayrshire,Female,567
77,75 - 79,North Lanarkshire,Female,1312
77,75 - 79,Orkney Islands,Female,90
77,75 - 79,Perth and Kinross,Female,724
77,75 - 79,Renfrewshire,Female,719
77,75 - 79,Scottish Borders,Female,599
77,75 - 79,Shetland Islands,Female,75
77,75 - 79,South Ayrshire,Female,545
77,75 - 79,South Lanarkshire,Female,1240
77,75 - 79,Stirling,Female,386
77,75 - 79,West Dunbartonshire,Female,386
77,75 - 79,West Lothian,Female,616
78,75 - 79,Aberdeen City,Male,565
78,75 - 79,Aberdeenshire,Male,763
78,75 - 79,Angus,Male,418
78,75 - 79,Argyll and Bute,Male,369
78,75 - 79,City of Edinburgh,Male,1131
78,75 - 79,Clackmannanshire,Male,178
78,75 - 79,Dumfries and Galloway,Male,641
78,75 - 79,Dundee City,Male,424
78,75 - 79,East Ayrshire,Male,401
78,75 - 79,East Dunbartonshire,Male,400
78,75 - 79,East Lothian,Male,369
78,75 - 79,East Renfrewshire,Male,305
78,75 - 79,Falkirk,Male,467
78,75 - 79,Fife,Male,1183
78,75 - 79,Glasgow City,Male,1267
78,75 - 79,Highland,Male,792
78,75 - 79,Inverclyde,Male,263
78,75 - 79,Midlothian,Male,273
78,75 - 79,Moray,Male,315
78,75 - 79,Na h-Eileanan Siar,Male,112
78,75 - 79,North Ayrshire,Male,458
78,75 - 79,North Lanarkshire,Male,940
78,75 - 79,Orkney Islands,Male,92
78,75 - 79,Perth and Kinross,Male,541
78,75 - 79,Renfrewshire,Male,527
78,75 - 79,Scottish Borders,Male,469
78,75 - 79,Shetland Islands,Male,68
78,75 - 79,South Ayrshire,Male,446
78,75 - 79,South Lanarkshire,Male,973
78,75 - 79,Stirling,Male,262
78,75 - 79,West Dunbartonshire,Male,232
78,75 - 79,West Lothian,Male,471
78,75 - 79,Aberdeen City,Female,719
78,75 - 79,Aberdeenshire,Female,858
78,75 - 79,Angus,Female,535
78,75 - 79,Argyll and Bute,Female,406
78,75 - 79,City of Edinburgh,Female,1629
78,75 - 79,Clackmannanshire,Female,171
78,75 - 79,Dumfries and Galloway,Female,641
78,75 - 79,Dundee City,Female,599
78,75 - 79,East Ayrshire,Female,467
78,75 - 79,East Dunbartonshire,Female,494
78,75 - 79,East Lothian,Female,450
78,75 - 79,East Renfrewshire,Female,379
78,75 - 79,Falkirk,Female,604
78,75 - 79,Fife,Female,1410
78,75 - 79,Glasgow City,Female,1903
78,75 - 79,Highland,Female,964
78,75 - 79,Inverclyde,Female,347
78,75 - 79,Midlothian,Female,319
78,75 - 79,Moray,Female,400
78,75 - 79,Na h-Eileanan Siar,Female,141
78,75 - 79,North Ayrshire,Female,600
78,75 - 79,North Lanarkshire,Female,1222
78,75 - 79,Orkney Islands,Female,101
78,75 - 79,Perth and Kinross,Female,663
78,75 - 79,Renfrewshire,Female,691
78,75 - 79,Scottish Borders,Female,514
78,75 - 79,Shetland Islands,Female,85
78,75 - 79,South Ayrshire,Female,575
78,75 - 79,South Lanarkshire,Female,1208
78,75 - 79,Stirling,Female,347
78,75 - 79,West Dunbartonshire,Female,327
78,75 - 79,West Lothian,Female,579
79,75 - 79,Aberdeen City,Male,502
79,75 - 79,Aberdeenshire,Male,671
79,75 - 79,Angus,Male,414
79,75 - 79,Argyll and Bute,Male,306
79,75 - 79,City of Edinburgh,Male,1084
79,75 - 79,Clackmannanshire,Male,149
79,75 - 79,Dumfries and Galloway,Male,618
79,75 - 79,Dundee City,Male,365
79,75 - 79,East Ayrshire,Male,357
79,75 - 79,East Dunbartonshire,Male,397
79,75 - 79,East Lothian,Male,283
79,75 - 79,East Renfrewshire,Male,291
79,75 - 79,Falkirk,Male,425
79,75 - 79,Fife,Male,1069
79,75 - 79,Glasgow City,Male,1173
79,75 - 79,Highland,Male,686
79,75 - 79,Inverclyde,Male,225
79,75 - 79,Midlothian,Male,221
79,75 - 79,Moray,Male,322
79,75 - 79,Na h-Eileanan Siar,Male,91
79,75 - 79,North Ayrshire,Male,399
79,75 - 79,North Lanarkshire,Male,703
79,75 - 79,Orkney Islands,Male,71
79,75 - 79,Perth and Kinross,Male,500
79,75 - 79,Renfrewshire,Male,475
79,75 - 79,Scottish Borders,Male,376
79,75 - 79,Shetland Islands,Male,68
79,75 - 79,South Ayrshire,Male,433
79,75 - 79,South Lanarkshire,Male,864
79,75 - 79,Stirling,Male,276
79,75 - 79,West Dunbartonshire,Male,207
79,75 - 79,West Lothian,Male,411
79,75 - 79,Aberdeen City,Female,704
79,75 - 79,Aberdeenshire,Female,822
79,75 - 79,Angus,Female,488
79,75 - 79,Argyll and Bute,Female,433
79,75 - 79,City of Edinburgh,Female,1507
79,75 - 79,Clackmannanshire,Female,198
79,75 - 79,Dumfries and Galloway,Female,682
79,75 - 79,Dundee City,Female,512
79,75 - 79,East Ayrshire,Female,477
79,75 - 79,East Dunbartonshire,Female,509
79,75 - 79,East Lothian,Female,363
79,75 - 79,East Renfrewshire,Female,365
79,75 - 79,Falkirk,Female,575
79,75 - 79,Fife,Female,1424
79,75 - 79,Glasgow City,Female,1779
79,75 - 79,Highland,Female,858
79,75 - 79,Inverclyde,Female,351
79,75 - 79,Midlothian,Female,298
79,75 - 79,Moray,Female,350
79,75 - 79,Na h-Eileanan Siar,Female,128
79,75 - 79,North Ayrshire,Female,542
79,75 - 79,North Lanarkshire,Female,1142
79,75 - 79,Orkney Islands,Female,90
79,75 - 79,Perth and Kinross,Female,639
79,75 - 79,Renfrewshire,Female,678
79,75 - 79,Scottish Borders,Female,541
79,75 - 79,Shetland Islands,Female,77
79,75 - 79,South Ayrshire,Female,513
79,75 - 79,South Lanarkshire,Female,1153
79,75 - 79,Stirling,Female,364
79,75 - 79,West Dunbartonshire,Female,330
79,75 - 79,West Lothian,Female,504
80,80 - 84,Aberdeen City,Male,451
80,80 - 84,Aberdeenshire,Male,684
80,80 - 84,Angus,Male,366
80,80 - 84,Argyll and Bute,Male,276
80,80 - 84,City of Edinburgh,Male,1057
80,80 - 84,Clackmannanshire,Male,112
80,80 - 84,Dumfries and Galloway,Male,567
80,80 - 84,Dundee City,Male,377
80,80 - 84,East Ayrshire,Male,315
80,80 - 84,East Dunbartonshire,Male,335
80,80 - 84,East Lothian,Male,293
80,80 - 84,East Renfrewshire,Male,272
80,80 - 84,Falkirk,Male,405
80,80 - 84,Fife,Male,1004
80,80 - 84,Glasgow City,Male,1066
80,80 - 84,Highland,Male,627
80,80 - 84,Inverclyde,Male,209
80,80 - 84,Midlothian,Male,215
80,80 - 84,Moray,Male,245
80,80 - 84,Na h-Eileanan Siar,Male,87
80,80 - 84,North Ayrshire,Male,388
80,80 - 84,North Lanarkshire,Male,723
80,80 - 84,Orkney Islands,Male,63
80,80 - 84,Perth and Kinross,Male,449
80,80 - 84,Renfrewshire,Male,451
80,80 - 84,Scottish Borders,Male,399
80,80 - 84,Shetland Islands,Male,63
80,80 - 84,South Ayrshire,Male,385
80,80 - 84,South Lanarkshire,Male,836
80,80 - 84,Stirling,Male,234
80,80 - 84,West Dunbartonshire,Male,216
80,80 - 84,West Lothian,Male,376
80,80 - 84,Aberdeen City,Female,695
80,80 - 84,Aberdeenshire,Female,764
80,80 - 84,Angus,Female,452
80,80 - 84,Argyll and Bute,Female,370
80,80 - 84,City of Edinburgh,Female,1468
80,80 - 84,Clackmannanshire,Female,182
80,80 - 84,Dumfries and Galloway,Female,663
80,80 - 84,Dundee City,Female,514
80,80 - 84,East Ayrshire,Female,413
80,80 - 84,East Dunbartonshire,Female,422
80,80 - 84,East Lothian,Female,385
80,80 - 84,East Renfrewshire,Female,384
80,80 - 84,Falkirk,Female,519
80,80 - 84,Fife,Female,1324
80,80 - 84,Glasgow City,Female,1706
80,80 - 84,Highland,Female,888
80,80 - 84,Inverclyde,Female,329
80,80 - 84,Midlothian,Female,302
80,80 - 84,Moray,Female,331
80,80 - 84,Na h-Eileanan Siar,Female,115
80,80 - 84,North Ayrshire,Female,519
80,80 - 84,North Lanarkshire,Female,1102
80,80 - 84,Orkney Islands,Female,73
80,80 - 84,Perth and Kinross,Female,617
80,80 - 84,Renfrewshire,Female,632
80,80 - 84,Scottish Borders,Female,426
80,80 - 84,Shetland Islands,Female,65
80,80 - 84,South Ayrshire,Female,505
80,80 - 84,South Lanarkshire,Female,1159
80,80 - 84,Stirling,Female,337
80,80 - 84,West Dunbartonshire,Female,300
80,80 - 84,West Lothian,Female,492
81,80 - 84,Aberdeen City,Male,447
81,80 - 84,Aberdeenshire,Male,598
81,80 - 84,Angus,Male,319
81,80 - 84,Argyll and Bute,Male,266
81,80 - 84,City of Edinburgh,Male,980
81,80 - 84,Clackmannanshire,Male,116
81,80 - 84,Dumfries and Galloway,Male,459
81,80 - 84,Dundee City,Male,329
81,80 - 84,East Ayrshire,Male,309
81,80 - 84,East Dunbartonshire,Male,336
81,80 - 84,East Lothian,Male,237
81,80 - 84,East Renfrewshire,Male,240
81,80 - 84,Falkirk,Male,394
81,80 - 84,Fife,Male,916
81,80 - 84,Glasgow City,Male,1026
81,80 - 84,Highland,Male,612
81,80 - 84,Inverclyde,Male,204
81,80 - 84,Midlothian,Male,193
81,80 - 84,Moray,Male,259
81,80 - 84,Na h-Eileanan Siar,Male,82
81,80 - 84,North Ayrshire,Male,343
81,80 - 84,North Lanarkshire,Male,629
81,80 - 84,Orkney Islands,Male,75
81,80 - 84,Perth and Kinross,Male,464
81,80 - 84,Renfrewshire,Male,435
81,80 - 84,Scottish Borders,Male,332
81,80 - 84,Shetland Islands,Male,53
81,80 - 84,South Ayrshire,Male,367
81,80 - 84,South Lanarkshire,Male,675
