Age,Age_Bands,Area,Gender,Population
32,30 - 34,Shetland Islands,Female,122
32,30 - 34,South Ayrshire,Female,564
32,30 - 34,South Lanarkshire,Female,1993
32,30 - 34,Stirling,Female,461
32,30 - 34,West Dunbartonshire,Female,562
32,30 - 34,West Lothian,Female,1144
33,30 - 34,Aberdeen City,Male,2029
33,30 - 34,Aberdeenshire,Male,1595
33,30 - 34,Angus,Male,646
33,30 - 34,Argyll and Bute,Male,359
33,30 - 34,City of Edinburgh,Male,4538
33,30 - 34,Clackmannanshire,Male,279
33,30 - 34,Dumfries and Galloway,Male,682
33,30 - 34,Dundee City,Male,989
33,30 - 34,East Ayrshire,Male,691
33,30 - 34,East Dunbartonshire,Male,484
33,30 - 34,East Lothian,Male,518
33,30 - 34,East Renfrewshire,Male,351
33,30 - 34,Falkirk,Male,899
33,30 - 34,Fife,Male,1997
33,30 - 34,Glasgow City,Male,5481
33,30 - 34,Highland,Male,1222
33,30 - 34,Inverclyde,Male,422
33,30 - 34,Midlothian,Male,514
33,30 - 34,Moray,Male,503
33,30 - 34,Na h-Eileanan Siar,Male,121
33,30 - 34,North Ayrshire,Male,618
33,30 - 34,North Lanarkshire,Male,2122
33,30 - 34,Orkney Islands,Male,115
33,30 - 34,Perth and Kinross,Male,860
33,30 - 34,Renfrewshire,Male,1103
33,30 - 34,Scottish Borders,Male,465
33,30 - 34,Shetland Islands,Male,128
33,30 - 34,South Ayrshire,Male,464
33,30 - 34,South Lanarkshire,Male,1727
33,30 - 34,Stirling,Male,444
33,30 - 34,West Dunbartonshire,Male,522
33,30 - 34,West Lothian,Male,1144
33,30 - 34,Aberdeen City,Female,1934
33,30 - 34,Aberdeenshire,Female,1668
33,30 - 34,Angus,Female,626
33,30 - 34,Argyll and Bute,Female,436
33,30 - 34,City of Edinburgh,Female,4361
33,30 - 34,Clackmannanshire,Female,272
33,30 - 34,Dumfries and Galloway,Female,750
33,30 - 34,Dundee City,Female,1006
33,30 - 34,East Ayrshire,Female,689
33,30 - 34,East Dunbartonshire,Female,505
33,30 - 34,East Lothian,Female,607
33,30 - 34,East Renfrewshire,Female,443
33,30 - 34,Falkirk,Female,1064
33,30 - 34,Fife,Female,2211
33,30 - 34,Glasgow City,Female,5242
33,30 - 34,Highland,Female,1388
33,30 - 34,Inverclyde,Female,447
33,30 - 34,Midlothian,Female,581
33,30 - 34,Moray,Female,539
33,30 - 34,Na h-Eileanan Siar,Female,129
33,30 - 34,North Ayrshire,Female,713
33,30 - 34,North Lanarkshire,Female,2281
33,30 - 34,Orkney Islands,Female,126
33,30 - 34,Perth and Kinross,Female,865
33,30 - 34,Renfrewshire,Female,1198
33,30 - 34,Scottish Borders,Female,613
33,30 - 34,Shetland Islands,Female,131
33,30 - 34,South Ayrshire,Female,538
33,30 - 34,South Lanarkshire,Female,1969
33,30 - 34,Stirling,Female,508
33,30 - 34,West Dunbartonshire,Female,604
33,30 - 34,West Lothian,Female,1279
34,30 - 34,Aberdeen City,Male,1972
34,30 - 34,Aberdeenshire,Male,1639
34,30 - 34,Angus,Male,673
34,30 - 34,Argyll and Bute,Male,373
34,30 - 34,City of Edinburgh,Male,4229
34,30 - 34,Clackmannanshire,Male,258
34,30 - 34,Dumfries and Galloway,Male,670
34,30 - 34,Dundee City,Male,963
34,30 - 34,East Ayrshire,Male,667
34,30 - 34,East Dunbartonshire,Male,535
34,30 - 34,East Lothian,Male,534
34,30 - 34,East Renfrewshire,Male,438
34,30 - 34,Falkirk,Male,973
34,30 - 34,Fife,Male,2203
34,30 - 34,Glasgow City,Male,5144
34,30 - 34,Highland,Male,1277
34,30 - 34,Inverclyde,Male,465
34,30 - 34,Midlothian,Male,500
34,30 - 34,Moray,Male,557
34,30 - 34,Na h-Eileanan Siar,Male,134
34,30 - 34,North Ayrshire,Male,686
34,30 - 34,North Lanarkshire,Male,2172
34,30 - 34,Orkney Islands,Male,106
34,30 - 34,Perth and Kinross,Male,833
34,30 - 34,Renfrewshire,Male,1073
34,30 - 34,Scottish Borders,Male,512
34,30 - 34,Shetland Islands,Male,138
34,30 - 34,South Ayrshire,Male,543
34,30 - 34,South Lanarkshire,Male,1854
34,30 - 34,Stirling,Male,489
34,30 - 34,West Dunbartonshire,Male,515
34,30 - 34,West Lothian,Male,1121
34,30 - 34,Aberdeen City,Female,1784
34,30 - 34,Aberdeenshire,Female,1794
34,30 - 34,Angus,Female,705
34,30 - 34,Argyll and Bute,Female,382
34,30 - 34,City of Edinburgh,Female,4495
34,30 - 34,Clackmannanshire,Female,306
34,30 - 34,Dumfries and Galloway,Female,812
34,30 - 34,Dundee City,Female,1041
34,30 - 34,East Ayrshire,Female,718
34,30 - 34,East Dunbartonshire,Female,528
34,30 - 34,East Lothian,Female,638
34,30 - 34,East Renfrewshire,Female,500
34,30 - 34,Falkirk,Female,1129
34,30 - 34,Fife,Female,2250
34,30 - 34,Glasgow City,Female,4953
34,30 - 34,Highland,Female,1454
34,30 - 34,Inverclyde,Female,436
34,30 - 34,Midlothian,Female,622
34,30 - 34,Moray,Female,595
34,30 - 34,Na h-Eileanan Siar,Female,165
34,30 - 34,North Ayrshire,Female,756
34,30 - 34,North Lanarkshire,Female,2307
34,30 - 34,Orkney Islands,Female,109
34,30 - 34,Perth and Kinross,Female,882
34,30 - 34,Renfrewshire,Female,1124
34,30 - 34,Scottish Borders,Female,596
34,30 - 34,Shetland Islands,Female,134
34,30 - 34,South Ayrshire,Female,627
34,30 - 34,South Lanarkshire,Female,2121
34,30 - 34,Stirling,Female,540
34,30 - 34,West Dunbartonshire,Female,594
34,30 - 34,West Lothian,Female,1288
35,35 - 39,Aberdeen City,Male,1950
35,35 - 39,Aberdeenshire,Male,1730
35,35 - 39,Angus,Male,593
35,35 - 39,Argyll and Bute,Male,377
35,35 - 39,City of Edinburgh,Male,4014
35,35 - 39,Clackmannanshire,Male,299
35,35 - 39,Dumfries and Galloway,Male,683
35,35 - 39,Dundee City,Male,900
35,35 - 39,East Ayrshire,Male,663
35,35 - 39,East Dunbartonshire,Male,518
35,35 - 39,East Lothian,Male,538
35,35 - 39,East Renfrewshire,Male,453
35,35 - 39,Falkirk,Male,1007
35,35 - 39,Fife,Male,2140
35,35 - 39,Glasgow City,Male,5099
35,35 - 39,Highland,Male,1442
35,35 - 39,Inverclyde,Male,415
35,35 - 39,Midlothian,Male,513
35,35 - 39,Moray,Male,515
35,35 - 39,Na h-Eileanan Siar,Male,132
35,35 - 39,North Ayrshire,Male,617
35,35 - 39,North Lanarkshire,Male,2187
35,35 - 39,Orkney Islands,Male,104
35,35 - 39,Perth and Kinross,Male,917
35,35 - 39,Renfrewshire,Male,1196
35,35 - 39,Scottish Borders,Male,528
35,35 - 39,Shetland Islands,Male,135
35,35 - 39,South Ayrshire,Male,553
35,35 - 39,South Lanarkshire,Male,1993
35,35 - 39,Stirling,Male,430
35,35 - 39,West Dunbartonshire,Male,553
35,35 - 39,West Lothian,Male,1153
35,35 - 39,Aberdeen City,Female,1684
35,35 - 39,Aberdeenshire,Female,1746
35,35 - 39,Angus,Female,683
35,35 - 39,Argyll and Bute,Female,464
35,35 - 39,City of Edinburgh,Female,3991
35,35 - 39,Clackmannanshire,Female,303
35,35 - 39,Dumfries and Galloway,Female,748
35,35 - 39,Dundee City,Female,1023
35,35 - 39,East Ayrshire,Female,753
35,35 - 39,East Dunbartonshire,Female,608
35,35 - 39,East Lothian,Female,655
35,35 - 39,East Renfrewshire,Female,535
35,35 - 39,Falkirk,Female,1053
35,35 - 39,Fife,Female,2319
35,35 - 39,Glasgow City,Female,4766
35,35 - 39,Highland,Female,1444
35,35 - 39,Inverclyde,Female,466
35,35 - 39,Midlothian,Female,618
35,35 - 39,Moray,Female,517
35,35 - 39,Na h-Eileanan Siar,Female,146
35,35 - 39,North Ayrshire,Female,788
35,35 - 39,North Lanarkshire,Female,2422
35,35 - 39,Orkney Islands,Female,119
35,35 - 39,Perth and Kinross,Female,873
35,35 - 39,Renfrewshire,Female,1143
35,35 - 39,Scottish Borders,Female,568
35,35 - 39,Shetland Islands,Female,150
35,35 - 39,South Ayrshire,Female,639
35,35 - 39,South Lanarkshire,Female,2141
35,35 - 39,Stirling,Female,458
35,35 - 39,West Dunbartonshire,Female,626
35,35 - 39,West Lothian,Female,1304
36,35 - 39,Aberdeen City,Male,1775
36,35 - 39,Aberdeenshire,Male,1710
36,35 - 39,Angus,Male,623
36,35 - 39,Argyll and Bute,Male,463
36,35 - 39,City of Edinburgh,Male,4020
36,35 - 39,Clackmannanshire,Male,313
36,35 - 39,Dumfries and Galloway,Male,694
36,35 - 39,Dundee City,Male,837
36,35 - 39,East Ayrshire,Male,695
36,35 - 39,East Dunbartonshire,Male,482
36,35 - 39,East Lothian,Male,513
36,35 - 39,East Renfrewshire,Male,490
36,35 - 39,Falkirk,Male,1023
36,35 - 39,Fife,Male,2084
36,35 - 39,Glasgow City,Male,4811
36,35 - 39,Highland,Male,1311
36,35 - 39,Inverclyde,Male,409
36,35 - 39,Midlothian,Male,566
36,35 - 39,Moray,Male,553
36,35 - 39,Na h-Eileanan Siar,Male,130
36,35 - 39,North Ayrshire,Male,667
36,35 - 39,North Lanarkshire,Male,2201
36,35 - 39,Orkney Islands,Male,114
36,35 - 39,Perth and Kinross,Male,831
36,35 - 39,Renfrewshire,Male,984
36,35 - 39,Scottish Borders,Male,576
36,35 - 39,Shetland Islands,Male,143
36,35 - 39,South Ayrshire,Male,561
36,35 - 39,South Lanarkshire,Male,2036
36,35 - 39,Stirling,Male,466
36,35 - 39,West Dunbartonshire,Male,459
36,35 - 39,West Lothian,Male,1161
36,35 - 39,Aberdeen City,Female,1694
36,35 - 39,Aberdeenshire,Female,1758
36,35 - 39,Angus,Female,674
36,35 - 39,Argyll and Bute,Female,402
36,35 - 39,City of Edinburgh,Female,3970
36,35 - 39,Clackmannanshire,Female,306
36,35 - 39,Dumfries and Galloway,Female,764
36,35 - 39,Dundee City,Female,884
36,35 - 39,East Ayrshire,Female,791
36,35 - 39,East Dunbartonshire,Female,633
36,35 - 39,East Lothian,Female,607
36,35 - 39,East Renfrewshire,Female,575
36,35 - 39,Falkirk,Female,1042
36,35 - 39,Fife,Female,2335
36,35 - 39,Glasgow City,Female,4610
36,35 - 39,Highland,Female,1373
36,35 - 39,Inverclyde,Female,501
36,35 - 39,Midlothian,Female,610
36,35 - 39,Moray,Female,533
36,35 - 39,Na h-Eileanan Siar,Female,140
36,35 - 39,North Ayrshire,Female,735
36,35 - 39,North Lanarkshire,Female,2361
36,35 - 39,Orkney Islands,Female,109
36,35 - 39,Perth and Kinross,Female,819
36,35 - 39,Renfrewshire,Female,1131
36,35 - 39,Scottish Borders,Female,598
36,35 - 39,Shetland Islands,Female,132
36,35 - 39,South Ayrshire,Female,604
36,35 - 39,South Lanarkshire,Female,2058
36,35 - 39,Stirling,Female,507
36,35 - 39,West Dunbartonshire,Female,547
36,35 - 39,West Lothian,Female,1192
37,35 - 39,Aberdeen City,Male,1746
37,35 - 39,Aberdeenshire,Male,1656
37,35 - 39,Angus,Male,656
37,35 - 39,Argyll and Bute,Male,369
37,35 - 39,City of Edinburgh,Male,3940
37,35 - 39,Clackmannanshire,Male,262
37,35 - 39,Dumfries and Galloway,Male,618
37,35 - 39,Dundee City,Male,774
37,35 - 39,East Ayrshire,Male,676
37,35 - 39,East Dunbartonshire,Male,554
37,35 - 39,East Lothian,Male,582
37,35 - 39,East Renfrewshire,Male,441
37,35 - 39,Falkirk,Male,1009
37,35 - 39,Fife,Male,2082
37,35 - 39,Glasgow City,Male,4511
37,35 - 39,Highland,Male,1302
37,35 - 39,Inverclyde,Male,420
37,35 - 39,Midlothian,Male,536
37,35 - 39,Moray,Male,565
37,35 - 39,Na h-Eileanan Siar,Male,142
37,35 - 39,North Ayrshire,Male,670
37,35 - 39,North Lanarkshire,Male,2162
37,35 - 39,Orkney Islands,Male,109
37,35 - 39,Perth and Kinross,Male,882
37,35 - 39,Renfrewshire,Male,994
37,35 - 39,Scottish Borders,Male,525
37,35 - 39,Shetland Islands,Male,162
37,35 - 39,South Ayrshire,Male,576
37,35 - 39,South Lanarkshire,Male,1807
37,35 - 39,Stirling,Male,532
37,35 - 39,West Dunbartonshire,Male,494
37,35 - 39,West Lothian,Male,1172
37,35 - 39,Aberdeen City,Female,1465
37,35 - 39,Aberdeenshire,Female,1699
37,35 - 39,Angus,Female,617
37,35 - 39,Argyll and Bute,Female,409
37,35 - 39,City of Edinburgh,Female,3688
37,35 - 39,Clackmannanshire,Female,310
37,35 - 39,Dumfries and Galloway,Female,746
37,35 - 39,Dundee City,Female,877
37,35 - 39,East Ayrshire,Female,701
37,35 - 39,East Dunbartonshire,Female,617
37,35 - 39,East Lothian,Female,663
37,35 - 39,East Renfrewshire,Female,608
37,35 - 39,Falkirk,Female,1066
37,35 - 39,Fife,Female,2247
37,35 - 39,Glasgow City,Female,4268
37,35 - 39,Highland,Female,1348
37,35 - 39,Inverclyde,Female,452
37,35 - 39,Midlothian,Female,606
37,35 - 39,Moray,Female,509
37,35 - 39,Na h-Eileanan Siar,Female,166
37,35 - 39,North Ayrshire,Female,732
37,35 - 39,North Lanarkshire,Female,2165
37,35 - 39,Orkney Islands,Female,150
37,35 - 39,Perth and Kinross,Female,779
37,35 - 39,Renfrewshire,Female,1077
37,35 - 39,Scottish Borders,Female,555
37,35 - 39,Shetland Islands,Female,130
37,35 - 39,South Ayrshire,Female,579
37,35 - 39,South Lanarkshire,Female,1986
37,35 - 39,Stirling,Female,550
37,35 - 39,West Dunbartonshire,Female,534
37,35 - 39,West Lothian,Female,1172
38,35 - 39,Aberdeen City,Male,1528
38,35 - 39,Aberdeenshire,Male,1570
38,35 - 39,Angus,Male,576
38,35 - 39,Argyll and Bute,Male,456
38,35 - 39,City of Edinburgh,Male,3500
38,35 - 39,Clackmannanshire,Male,296
38,35 - 39,Dumfries and Galloway,Male,647
38,35 - 39,Dundee City,Male,754
38,35 - 39,East Ayrshire,Male,626
38,35 - 39,East Dunbartonshire,Male,460
38,35 - 39,East Lothian,Male,523
38,35 - 39,East Renfrewshire,Male,505
38,35 - 39,Falkirk,Male,989
38,35 - 39,Fife,Male,1947
38,35 - 39,Glasgow City,Male,4035
38,35 - 39,Highland,Male,1226
38,35 - 39,Inverclyde,Male,375
38,35 - 39,Midlothian,Male,505
38,35 - 39,Moray,Male,482
38,35 - 39,Na h-Eileanan Siar,Male,135
38,35 - 39,North Ayrshire,Male,613
38,35 - 39,North Lanarkshire,Male,1961
38,35 - 39,Orkney Islands,Male,113
38,35 - 39,Perth and Kinross,Male,773
38,35 - 39,Renfrewshire,Male,885
38,35 - 39,Scottish Borders,Male,481
38,35 - 39,Shetland Islands,Male,121
38,35 - 39,South Ayrshire,Male,463
38,35 - 39,South Lanarkshire,Male,1720
38,35 - 39,Stirling,Male,441
38,35 - 39,West Dunbartonshire,Male,423
38,35 - 39,West Lothian,Male,996
38,35 - 39,Aberdeen City,Female,1416
38,35 - 39,Aberdeenshire,Female,1651
38,35 - 39,Angus,Female,653
38,35 - 39,Argyll and Bute,Female,376
38,35 - 39,City of Edinburgh,Female,3413
38,35 - 39,Clackmannanshire,Female,308
38,35 - 39,Dumfries and Galloway,Female,696
38,35 - 39,Dundee City,Female,772
38,35 - 39,East Ayrshire,Female,670
38,35 - 39,East Dunbartonshire,Female,588
38,35 - 39,East Lothian,Female,589
38,35 - 39,East Renfrewshire,Female,608
38,35 - 39,Falkirk,Female,984
38,35 - 39,Fife,Female,2084
38,35 - 39,Glasgow City,Female,3873
38,35 - 39,Highland,Female,1258
38,35 - 39,Inverclyde,Female,417
38,35 - 39,Midlothian,Female,530
38,35 - 39,Moray,Female,499
38,35 - 39,Na h-Eileanan Siar,Female,132
38,35 - 39,North Ayrshire,Female,713
38,35 - 39,North Lanarkshire,Female,2152
38,35 - 39,Orkney Islands,Female,107
38,35 - 39,Perth and Kinross,Female,755
38,35 - 39,Renfrewshire,Female,1011
38,35 - 39,Scottish Borders,Female,531
38,35 - 39,Shetland Islands,Female,124
38,35 - 39,South Ayrshire,Female,582
38,35 - 39,South Lanarkshire,Female,1980
38,35 - 39,Stirling,Female,569
38,35 - 39,West Dunbartonshire,Female,496
38,35 - 39,West Lothian,Female,1126
39,35 - 39,Aberdeen City,Male,1519
39,35 - 39,Aberdeenshire,Male,1688
39,35 - 39,Angus,Male,542
39,35 - 39,Argyll and Bute,Male,446
39,35 - 39,City of Edinburgh,Male,3451
39,35 - 39,Clackmannanshire,Male,263
39,35 - 39,Dumfries and Galloway,Male,610
39,35 - 39,Dundee City,Male,743
39,35 - 39,East Ayrshire,Male,586
39,35 - 39,East Dunbartonshire,Male,552
39,35 - 39,East Lothian,Male,557
39,35 - 39,East Renfrewshire,Male,507
39,35 - 39,Falkirk,Male,966
39,35 - 39,Fife,Male,2027
39,35 - 39,Glasgow City,Male,3726
39,35 - 39,Highland,Male,1200
39,35 - 39,Inverclyde,Male,391
39,35 - 39,Midlothian,Male,494
39,35 - 39,Moray,Male,528
39,35 - 39,Na h-Eileanan Siar,Male,148
39,35 - 39,North Ayrshire,Male,590
39,35 - 39,North Lanarkshire,Male,1869
39,35 - 39,Orkney Islands,Male,96
39,35 - 39,Perth and Kinross,Male,782
39,35 - 39,Renfrewshire,Male,883
39,35 - 39,Scottish Borders,Male,497
39,35 - 39,Shetland Islands,Male,151
39,35 - 39,South Ayrshire,Male,504
39,35 - 39,South Lanarkshire,Male,1781
39,35 - 39,Stirling,Male,465
39,35 - 39,West Dunbartonshire,Male,474
39,35 - 39,West Lothian,Male,1133
39,35 - 39,Aberdeen City,Female,1324
39,35 - 39,Aberdeenshire,Female,1648
39,35 - 39,Angus,Female,649
39,35 - 39,Argyll and Bute,Female,432
39,35 - 39,City of Edinburgh,Female,3337
39,35 - 39,Clackmannanshire,Female,277
39,35 - 39,Dumfries and Galloway,Female,658
39,35 - 39,Dundee City,Female,772
39,35 - 39,East Ayrshire,Female,632
39,35 - 39,East Dunbartonshire,Female,598
39,35 - 39,East Lothian,Female,657
39,35 - 39,East Renfrewshire,Female,576
39,35 - 39,Falkirk,Female,966
39,35 - 39,Fife,Female,1988
39,35 - 39,Glasgow City,Female,3526
39,35 - 39,Highland,Female,1253
39,35 - 39,Inverclyde,Female,413
39,35 - 39,Midlothian,Female,529
39,35 - 39,Moray,Female,509
39,35 - 39,Na h-Eileanan Siar,Female,162
39,35 - 39,North Ayrshire,Female,711
39,35 - 39,North Lanarkshire,Female,1988
39,35 - 39,Orkney Islands,Female,102
39,35 - 39,Perth and Kinross,Female,780
39,35 - 39,Renfrewshire,Female,956
39,35 - 39,Scottish Borders,Female,553
39,35 - 39,Shetland Islands,Female,164
39,35 - 39,South Ayrshire,Female,563
39,35 - 39,South Lanarkshire,Female,1810
39,35 - 39,Stirling,Female,542
39,35 - 39,West Dunbartonshire,Female,477
39,35 - 39,West Lothian,Female,1051
40,40 - 44,Aberdeen City,Male,1499
40,40 - 44,Aberdeenshire,Male,1733
40,40 - 44,Angus,Male,630
40,40 - 44,Argyll and Bute,Male,443
40,40 - 44,City of Edinburgh,Male,3375
40,40 - 44,Clackmannanshire,Male,305
40,40 - 44,Dumfries and Galloway,Male,724
40,40 - 44,Dundee City,Male,765
40,40 - 44,East Ayrshire,Male,652
40,40 - 44,East Dunbartonshire,Male,569
40,40 - 44,East Lothian,Male,615
40,40 - 44,East Renfrewshire,Male,513
40,40 - 44,Falkirk,Male,979
40,40 - 44,Fife,Male,2096
40,40 - 44,Glasgow City,Male,3751
40,40 - 44,Highland,Male,1300
40,40 - 44,Inverclyde,Male,387
40,40 - 44,Midlothian,Male,528
40,40 - 44,Moray,Male,536
40,40 - 44,Na h-Eileanan Siar,Male,143
40,40 - 44,North Ayrshire,Male,670
40,40 - 44,North Lanarkshire,Male,2205
40,40 - 44,Orkney Islands,Male,122
40,40 - 44,Perth and Kinross,Male,786
40,40 - 44,Renfrewshire,Male,957
40,40 - 44,Scottish Borders,Male,572
40,40 - 44,Shetland Islands,Male,140
40,40 - 44,South Ayrshire,Male,535
40,40 - 44,South Lanarkshire,Male,1857
40,40 - 44,Stirling,Male,522
40,40 - 44,West Dunbartonshire,Male,431
40,40 - 44,West Lothian,Male,1164
40,40 - 44,Aberdeen City,Female,1385
40,40 - 44,Aberdeenshire,Female,1714
40,40 - 44,Angus,Female,664
40,40 - 44,Argyll and Bute,Female,441
40,40 - 44,City of Edinburgh,Female,3263
40,40 - 44,Clackmannanshire,Female,312
40,40 - 44,Dumfries and Galloway,Female,760
40,40 - 44,Dundee City,Female,798
40,40 - 44,East Ayrshire,Female,718
40,40 - 44,East Dunbartonshire,Female,616
40,40 - 44,East Lothian,Female,636
40,40 - 44,East Renfrewshire,Female,612
40,40 - 44,Falkirk,Female,1075
40,40 - 44,Fife,Female,2212
40,40 - 44,Glasgow City,Female,3768
40,40 - 44,Highland,Female,1375
40,40 - 44,Inverclyde,Female,427
40,40 - 44,Midlothian,Female,561
40,40 - 44,Moray,Female,573
40,40 - 44,Na h-Eileanan Siar,Female,164
40,40 - 44,North Ayrshire,Female,840
40,40 - 44,North Lanarkshire,Female,2233
40,40 - 44,Orkney Islands,Female,114
40,40 - 44,Perth and Kinross,Female,813
40,40 - 44,Renfrewshire,Female,987
40,40 - 44,Scottish Borders,Female,616
40,40 - 44,Shetland Islands,Female,123
40,40 - 44,South Ayrshire,Female,617
40,40 - 44,South Lanarkshire,Female,1947
40,40 - 44,Stirling,Female,508
40,40 - 44,West Dunbartonshire,Female,568
40,40 - 44,West Lothian,Female,1182
41,40 - 44,Aberdeen City,Male,1446
41,40 - 44,Aberdeenshire,Male,1687
41,40 - 44,Angus,Male,617
41,40 - 44,Argyll and Bute,Male,465
41,40 - 44,City of Edinburgh,Male,3335
41,40 - 44,Clackmannanshire,Male,328
41,40 - 44,Dumfries and Galloway,Male,678
41,40 - 44,Dundee City,Male,709
41,40 - 44,East Ayrshire,Male,711
41,40 - 44,East Dunbartonshire,Male,545
41,40 - 44,East Lothian,Male,624
41,40 - 44,East Renfrewshire,Male,512
41,40 - 44,Falkirk,Male,1050
41,40 - 44,Fife,Male,2072
41,40 - 44,Glasgow City,Male,3677
41,40 - 44,Highland,Male,1325
41,40 - 44,Inverclyde,Male,400
41,40 - 44,Midlothian,Male,524
41,40 - 44,Moray,Male,548
41,40 - 44,Na h-Eileanan Siar,Male,162
41,40 - 44,North Ayrshire,Male,646
41,40 - 44,North Lanarkshire,Male,2130
41,40 - 44,Orkney Islands,Male,119
41,40 - 44,Perth and Kinross,Male,762
41,40 - 44,Renfrewshire,Male,968
41,40 - 44,Scottish Borders,Male,606
41,40 - 44,Shetland Islands,Male,159
41,40 - 44,South Ayrshire,Male,564
41,40 - 44,South Lanarkshire,Male,1888
41,40 - 44,Stirling,Male,505
41,40 - 44,West Dunbartonshire,Male,448
41,40 - 44,West Lothian,Male,1188
41,40 - 44,Aberdeen City,Female,1316
41,40 - 44,Aberdeenshire,Female,1702
41,40 - 44,Angus,Female,672
41,40 - 44,Argyll and Bute,Female,486
41,40 - 44,City of Edinburgh,Female,3223
41,40 - 44,Clackmannanshire,Female,318
41,40 - 44,Dumfries and Galloway,Female,816
41,40 - 44,Dundee City,Female,775
41,40 - 44,East Ayrshire,Female,757
41,40 - 44,East Dunbartonshire,Female,635
41,40 - 44,East Lothian,Female,647
41,40 - 44,East Renfrewshire,Female,595
41,40 - 44,Falkirk,Female,1111
41,40 - 44,Fife,Female,2288
41,40 - 44,Glasgow City,Female,3583
41,40 - 44,Highland,Female,1416
41,40 - 44,Inverclyde,Female,518
41,40 - 44,Midlothian,Female,567
