Age,Gender,Pop_Count_Projection,SIM,Year,Pop_Count_Reference,index_col
19,Male,23,0,2028,17,Male19
20,Male,26,0,2028,24,Male20
21,Male,29,0,2028,29,Male21
22,Male,34,0,2028,22,Male22
23,Male,27,0,2028,12,Male23
24,Male,30,0,2028,20,Male24
25,Male,24,0,2028,12,Male25
26,Male,18,0,2028,23,Male26
27,Male,23,0,2028,25,Male27
28,Male,17,0,2028,28,Male28
29,Male,32,0,2028,24,Male29
30,Male,26,0,2028,18,Male30
31,Male,16,0,2028,14,Male31
32,Male,24,0,2028,21,Male32
33,Male,28,0,2028,19,Male33
34,Male,22,0,2028,14,Male34
35,Male,12,0,2028,18,Male35
36,Male,20,0,2028,18,Male36
37,Male,12,0,2028,23,Male37
38,Male,23,0,2028,16,Male38
39,Male,25,0,2028,24,Male39
40,Male,26,0,2028,23,Male40
41,Male,24,0,2028,25,Male41
42,Male,18,0,2028,22,Male42
43,Male,14,0,2028,32,Male43
44,Male,21,0,2028,31,Male44
45,Male,18,0,2028,36,Male45
46,Male,13,0,2028,32,Male46
47,Male,18,0,2028,31,Male47
48,Male,17,0,2028,45,Male48
49,Male,22,0,2028,32,Male49
50,Male,15,0,2028,32,Male50
51,Male,24,0,2028,41,Male51
52,Male,23,0,2028,27,Male52
53,Male,22,0,2028,42,Male53
54,Male,21,0,2028,35,Male54
55,Male,32,0,2028,38,Male55
56,Male,30,0,2028,51,Male56
57,Male,34,0,2028,40,Male57
58,Male,29,0,2028,49,Male58
59,Male,31,0,2028,49,Male59
60,Male,41,0,2028,29,Male60
61,Male,29,0,2028,39,Male61
62,Male,30,0,2028,30,Male62
63,Male,40,0,2028,40,Male63
64,Male,27,0,2028,38,Male64
65,Male,40,0,2028,39,Male65
66,Male,30,0,2028,31,Male66
67,Male,35,0,2028,29,Male67
68,Male,45,0,2028,43,Male68
69,Male,33,0,2028,48,Male69
70,Male,42,0,2028,42,Male70
71,Male,41,0,2028,20,Male71
72,Male,28,0,2028,29,Male72
73,Male,28,0,2028,21,Male73
74,Male,25,0,2028,17,Male74
75,Male,31,0,2028,19,Male75
76,Male,30,0,2028,23,Male76
77,Male,32,0,2028,20,Male77
78,Male,23,0,2028,15,Male78
79,Male,19,0,2028,19,Male79
80,Male,29,0,2028,14,Male80
81,Male,34,0,2028,16,Male81
82,Male,27,0,2028,8,Male82
83,Male,12,0,2028,11,Male83
84,Male,12,0,2028,7,Male84
85,Male,10,0,2028,8,Male85
86,Male,10,0,2028,6,Male86
87,Male,8,0,2028,3,Male87
88,Male,9,0,2028,13,Male88
89,Male,4,0,2028,4,Male89
90+,Male,6,0,2028,17,Male90+
0,Female,0,0,2029,21,Female0
1,Female,0,0,2029,25,Female1
2,Female,0,0,2029,14,Female2
3,Female,0,0,2029,29,Female3
4,Female,0,0,2029,19,Female4
5,Female,0,0,2029,18,Female5
6,Female,0,0,2029,25,Female6
7,Female,0,0,2029,29,Female7
8,Female,0,0,2029,16,Female8
9,Female,0,0,2029,29,Female9
10,Female,0,0,2029,30,Female10
11,Female,0,0,2029,20,Female11
12,Female,0,0,2029,25,Female12
13,Female,21,0,2029,27,Female13
14,Female,25,0,2029,17,Female14
15,Female,14,0,2029,35,Female15
16,Female,29,0,2029,12,Female16
17,Female,19,0,2029,20,Female17
18,Female,18,0,2029,20,Female18
19,Female,25,0,2029,16,Female19
20,Female,29,0,2029,20,Female20
21,Female,16,0,2029,14,Female21
22,Female,29,0,2029,16,Female22
23,Female,29,0,2029,20,Female23
24,Female,20,0,2029,17,Female24
25,Female,25,0,2029,18,Female25
26,Female,27,0,2029,14,Female26
27,Female,17,0,2029,31,Female27
28,Female,35,0,2029,26,Female28
29,Female,12,0,2029,15,Female29
30,Female,19,0,2029,20,Female30
31,Female,19,0,2029,16,Female31
32,Female,16,0,2029,19,Female32
33,Female,20,0,2029,22,Female33
34,Female,14,0,2029,22,Female34
35,Female,16,0,2029,31,Female35
36,Female,20,0,2029,27,Female36
37,Female,16,0,2029,33,Female37
38,Female,18,0,2029,21,Female38
39,Female,14,0,2029,29,Female39
40,Female,30,0,2029,32,Female40
41,Female,26,0,2029,25,Female41
42,Female,15,0,2029,28,Female42
43,Female,19,0,2029,37,Female43
44,Female,16,0,2029,20,Female44
45,Female,19,0,2029,27,Female45
46,Female,22,0,2029,32,Female46
47,Female,22,0,2029,32,Female47
48,Female,31,0,2029,56,Female48
49,Female,26,0,2029,37,Female49
50,Female,33,0,2029,54,Female50
51,Female,21,0,2029,36,Female51
52,Female,27,0,2029,29,Female52
53,Female,31,0,2029,39,Female53
54,Female,23,0,2029,35,Female54
55,Female,28,0,2029,28,Female55
56,Female,37,0,2029,42,Female56
57,Female,19,0,2029,49,Female57
58,Female,27,0,2029,31,Female58
59,Female,31,0,2029,38,Female59
60,Female,29,0,2029,31,Female60
61,Female,52,0,2029,36,Female61
62,Female,36,0,2029,29,Female62
63,Female,49,0,2029,44,Female63
64,Female,35,0,2029,43,Female64
65,Female,29,0,2029,40,Female65
66,Female,33,0,2029,42,Female66
67,Female,28,0,2029,36,Female67
68,Female,26,0,2029,30,Female68
69,Female,36,0,2029,38,Female69
70,Female,44,0,2029,35,Female70
71,Female,27,0,2029,23,Female71
72,Female,33,0,2029,32,Female72
73,Female,24,0,2029,30,Female73
74,Female,30,0,2029,13,Female74
75,Female,28,0,2029,29,Female75
76,Female,38,0,2029,22,Female76
77,Female,37,0,2029,23,Female77
78,Female,33,0,2029,27,Female78
79,Female,30,0,2029,20,Female79
80,Female,25,0,2029,14,Female80
81,Female,21,0,2029,14,Female81
82,Female,25,0,2029,14,Female82
83,Female,19,0,2029,23,Female83
84,Female,15,0,2029,15,Female84
85,Female,17,0,2029,13,Female85
86,Female,20,0,2029,11,Female86
87,Female,8,0,2029,9,Female87
88,Female,17,0,2029,14,Female88
89,Female,6,0,2029,3,Female89
90+,Female,15,0,2029,39,Female90+
0,Male,0,0,2029,24,Male0
1,Male,0,0,2029,13,Male1
2,Male,0,0,2029,22,Male2
3,Male,0,0,2029,16,Male3
4,Male,0,0,2029,19,Male4
5,Male,0,0,2029,25,Male5
6,Male,0,0,2029,37,Male6
7,Male,0,0,2029,23,Male7
8,Male,0,0,2029,26,Male8
9,Male,0,0,2029,30,Male9
10,Male,0,0,2029,34,Male10
11,Male,0,0,2029,27,Male11
12,Male,0,0,2029,30,Male12
13,Male,24,0,2029,24,Male13
14,Male,13,0,2029,19,Male14
15,Male,22,0,2029,23,Male15
16,Male,16,0,2029,18,Male16
17,Male,18,0,2029,33,Male17
18,Male,25,0,2029,27,Male18
19,Male,37,0,2029,17,Male19
20,Male,23,0,2029,24,Male20
21,Male,26,0,2029,29,Male21
22,Male,29,0,2029,22,Male22
23,Male,34,0,2029,12,Male23
24,Male,27,0,2029,20,Male24
25,Male,30,0,2029,12,Male25
26,Male,24,0,2029,23,Male26
27,Male,18,0,2029,25,Male27
28,Male,23,0,2029,28,Male28
29,Male,17,0,2029,24,Male29
30,Male,32,0,2029,18,Male30
31,Male,26,0,2029,14,Male31
32,Male,16,0,2029,21,Male32
33,Male,24,0,2029,19,Male33
34,Male,28,0,2029,14,Male34
35,Male,22,0,2029,18,Male35
36,Male,12,0,2029,18,Male36
37,Male,20,0,2029,23,Male37
38,Male,12,0,2029,16,Male38
39,Male,23,0,2029,24,Male39
40,Male,25,0,2029,23,Male40
41,Male,26,0,2029,25,Male41
42,Male,23,0,2029,22,Male42
43,Male,18,0,2029,32,Male43
44,Male,14,0,2029,31,Male44
45,Male,21,0,2029,36,Male45
46,Male,18,0,2029,32,Male46
47,Male,13,0,2029,31,Male47
48,Male,18,0,2029,45,Male48
49,Male,17,0,2029,32,Male49
50,Male,22,0,2029,32,Male50
51,Male,15,0,2029,41,Male51
52,Male,24,0,2029,27,Male52
53,Male,23,0,2029,42,Male53
54,Male,22,0,2029,35,Male54
55,Male,21,0,2029,38,Male55
56,Male,32,0,2029,51,Male56
57,Male,30,0,2029,40,Male57
58,Male,34,0,2029,49,Male58
59,Male,29,0,2029,49,Male59
60,Male,31,0,2029,29,Male60
61,Male,41,0,2029,39,Male61
62,Male,29,0,2029,30,Male62
63,Male,30,0,2029,40,Male63
64,Male,40,0,2029,38,Male64
65,Male,27,0,2029,39,Male65
66,Male,39,0,2029,31,Male66
67,Male,30,0,2029,29,Male67
68,Male,35,0,2029,43,Male68
69,Male,44,0,2029,48,Male69
70,Male,33,0,2029,42,Male70
71,Male,41,0,2029,20,Male71
72,Male,40,0,2029,29,Male72
73,Male,27,0,2029,21,Male73
74,Male,26,0,2029,17,Male74
75,Male,25,0,2029,19,Male75
76,Male,31,0,2029,23,Male76
77,Male,29,0,2029,20,Male77
78,Male,30,0,2029,15,Male78
79,Male,23,0,2029,19,Male79
80,Male,18,0,2029,14,Male80
81,Male,28,0,2029,16,Male81
82,Male,32,0,2029,8,Male82
83,Male,24,0,2029,11,Male83
84,Male,12,0,2029,7,Male84
85,Male,11,0,2029,8,Male85
86,Male,8,0,2029,6,Male86
87,Male,7,0,2029,3,Male87
88,Male,5,0,2029,13,Male88
89,Male,8,0,2029,4,Male89
90+,Male,7,0,2029,17,Male90+
0,Female,0,0,2030,21,Female0
1,Female,0,0,2030,25,Female1
2,Female,0,0,2030,14,Female2
3,Female,0,0,2030,29,Female3
4,Female,0,0,2030,19,Female4
5,Female,0,0,2030,18,Female5
6,Female,0,0,2030,25,Female6
7,Female,0,0,2030,29,Female7
8,Female,0,0,2030,16,Female8
9,Female,0,0,2030,29,Female9
10,Female,0,0,2030,30,Female10
11,Female,0,0,2030,20,Female11
12,Female,0,0,2030,25,Female12
13,Female,0,0,2030,27,Female13
14,Female,21,0,2030,17,Female14
15,Female,25,0,2030,35,Female15
16,Female,14,0,2030,12,Female16
17,Female,29,0,2030,20,Female17
18,Female,19,0,2030,20,Female18
19,Female,18,0,2030,16,Female19
20,Female,25,0,2030,20,Female20
21,Female,29,0,2030,14,Female21
22,Female,16,0,2030,16,Female22
23,Female,29,0,2030,20,Female23
24,Female,29,0,2030,17,Female24
25,Female,20,0,2030,18,Female25
26,Female,25,0,2030,14,Female26
27,Female,27,0,2030,31,Female27
28,Female,17,0,2030,26,Female28
29,Female,35,0,2030,15,Female29
30,Female,12,0,2030,20,Female30
31,Female,19,0,2030,16,Female31
32,Female,19,0,2030,19,Female32
33,Female,16,0,2030,22,Female33
34,Female,20,0,2030,22,Female34
35,Female,14,0,2030,31,Female35
36,Female,16,0,2030,27,Female36
37,Female,20,0,2030,33,Female37
38,Female,16,0,2030,21,Female38
39,Female,18,0,2030,29,Female39
40,Female,14,0,2030,32,Female40
41,Female,30,0,2030,25,Female41
42,Female,26,0,2030,28,Female42
43,Female,15,0,2030,37,Female43
44,Female,19,0,2030,20,Female44
45,Female,16,0,2030,27,Female45
46,Female,19,0,2030,32,Female46
47,Female,22,0,2030,32,Female47
48,Female,22,0,2030,56,Female48
49,Female,31,0,2030,37,Female49
50,Female,26,0,2030,54,Female50
51,Female,33,0,2030,36,Female51
52,Female,21,0,2030,29,Female52
53,Female,27,0,2030,39,Female53
54,Female,31,0,2030,35,Female54
55,Female,23,0,2030,28,Female55
56,Female,28,0,2030,42,Female56
57,Female,37,0,2030,49,Female57
58,Female,19,0,2030,31,Female58
59,Female,27,0,2030,38,Female59
60,Female,31,0,2030,31,Female60
61,Female,29,0,2030,36,Female61
62,Female,52,0,2030,29,Female62
63,Female,36,0,2030,44,Female63
64,Female,49,0,2030,43,Female64
65,Female,34,0,2030,40,Female65
66,Female,29,0,2030,42,Female66
67,Female,33,0,2030,36,Female67
68,Female,28,0,2030,30,Female68
69,Female,26,0,2030,38,Female69
70,Female,36,0,2030,35,Female70
71,Female,44,0,2030,23,Female71
72,Female,27,0,2030,32,Female72
73,Female,33,0,2030,30,Female73
74,Female,24,0,2030,13,Female74
75,Female,30,0,2030,29,Female75
76,Female,28,0,2030,22,Female76
77,Female,38,0,2030,23,Female77
78,Female,37,0,2030,27,Female78
79,Female,33,0,2030,20,Female79
80,Female,29,0,2030,14,Female80
81,Female,25,0,2030,14,Female81
82,Female,21,0,2030,14,Female82
83,Female,24,0,2030,23,Female83
84,Female,17,0,2030,15,Female84
85,Female,15,0,2030,13,Female85
86,Female,14,0,2030,11,Female86
87,Female,17,0,2030,9,Female87
88,Female,7,0,2030,14,Female88
89,Female,16,0,2030,3,Female89
90+,Female,11,0,2030,39,Female90+
0,Male,0,0,2030,24,Male0
1,Male,0,0,2030,13,Male1
2,Male,0,0,2030,22,Male2
3,Male,0,0,2030,16,Male3
4,Male,0,0,2030,19,Male4
5,Male,0,0,2030,25,Male5
6,Male,0,0,2030,37,Male6
7,Male,0,0,2030,23,Male7
8,Male,0,0,2030,26,Male8
9,Male,0,0,2030,30,Male9
10,Male,0,0,2030,34,Male10
11,Male,0,0,2030,27,Male11
12,Male,0,0,2030,30,Male12
13,Male,0,0,2030,24,Male13
14,Male,24,0,2030,19,Male14
15,Male,13,0,2030,23,Male15
16,Male,22,0,2030,18,Male16
17,Male,16,0,2030,33,Male17
18,Male,18,0,2030,27,Male18
19,Male,25,0,2030,17,Male19
20,Male,37,0,2030,24,Male20
21,Male,23,0,2030,29,Male21
22,Male,26,0,2030,22,Male22
23,Male,29,0,2030,12,Male23
24,Male,34,0,2030,20,Male24
25,Male,27,0,2030,12,Male25
26,Male,30,0,2030,23,Male26
27,Male,24,0,2030,25,Male27
28,Male,18,0,2030,28,Male28
29,Male,23,0,2030,24,Male29
30,Male,17,0,2030,18,Male30
31,Male,32,0,2030,14,Male31
32,Male,26,0,2030,21,Male32
33,Male,16,0,2030,19,Male33
34,Male,24,0,2030,14,Male34
35,Male,28,0,2030,18,Male35
36,Male,22,0,2030,18,Male36
37,Male,12,0,2030,23,Male37
38,Male,20,0,2030,16,Male38
39,Male,12,0,2030,24,Male39
40,Male,23,0,2030,23,Male40
41,Male,25,0,2030,25,Male41
42,Male,26,0,2030,22,Male42
43,Male,23,0,2030,32,Male43
44,Male,18,0,2030,31,Male44
45,Male,14,0,2030,36,Male45
46,Male,21,0,2030,32,Male46
47,Male,18,0,2030,31,Male47
48,Male,13,0,2030,45,Male48
49,Male,18,0,2030,32,Male49
50,Male,17,0,2030,32,Male50
51,Male,22,0,2030,41,Male51
52,Male,15,0,2030,27,Male52
53,Male,24,0,2030,42,Male53
54,Male,23,0,2030,35,Male54
55,Male,22,0,2030,38,Male55
56,Male,21,0,2030,51,Male56
57,Male,30,0,2030,40,Male57
58,Male,30,0,2030,49,Male58
59,Male,34,0,2030,49,Male59
60,Male,29,0,2030,29,Male60
61,Male,31,0,2030,39,Male61
62,Male,41,0,2030,30,Male62
63,Male,29,0,2030,40,Male63
64,Male,29,0,2030,38,Male64
65,Male,40,0,2030,39,Male65
66,Male,27,0,2030,31,Male66
67,Male,37,0,2030,29,Male67
68,Male,30,0,2030,43,Male68
69,Male,34,0,2030,48,Male69
70,Male,42,0,2030,42,Male70
71,Male,33,0,2030,20,Male71
72,Male,41,0,2030,29,Male72
73,Male,39,0,2030,21,Male73
74,Male,27,0,2030,17,Male74
75,Male,25,0,2030,19,Male75
76,Male,24,0,2030,23,Male76
77,Male,30,0,2030,20,Male77
78,Male,26,0,2030,15,Male78
79,Male,28,0,2030,19,Male79
80,Male,21,0,2030,14,Male80
81,Male,18,0,2030,16,Male81
82,Male,27,0,2030,8,Male82
83,Male,31,0,2030,11,Male83
84,Male,22,0,2030,7,Male84
85,Male,11,0,2030,8,Male85
86,Male,10,0,2030,6,Male86
87,Male,5,0,2030,3,Male87
88,Male,7,0,2030,13,Male88
89,Male,5,0,2030,4,Male89
90+,Male,7,0,2030,17,Male90+
0,Female,0,0,2031,21,Female0
1,Female,0,0,2031,25,Female1
2,Female,0,0,2031,14,Female2
3,Female,0,0,2031,29,Female3
4,Female,0,0,2031,19,Female4
5,Female,0,0,2031,18,Female5
6,Female,0,0,2031,25,Female6
7,Female,0,0,2031,29,Female7
8,Female,0,0,2031,16,Female8
9,Female,0,0,2031,29,Female9
10,Female,0,0,2031,30,Female10
11,Female,0,0,2031,20,Female11
12,Female,0,0,2031,25,Female12
13,Female,0,0,2031,27,Female13
14,Female,0,0,2031,17,Female14
15,Female,21,0,2031,35,Female15
16,Female,25,0,2031,12,Female16
17,Female,14,0,2031,20,Female17
18,Female,29,0,2031,20,Female18
19,Female,19,0,2031,16,Female19
20,Female,18,0,2031,20,Female20
21,Female,25,0,2031,14,Female21
22,Female,29,0,2031,16,Female22
23,Female,16,0,2031,20,Female23
24,Female,29,0,2031,17,Female24
25,Female,29,0,2031,18,Female25
26,Female,20,0,2031,14,Female26
27,Female,25,0,2031,31,Female27
28,Female,27,0,2031,26,Female28
29,Female,17,0,2031,15,Female29
30,Female,35,0,2031,20,Female30
31,Female,12,0,2031,16,Female31
32,Female,19,0,2031,19,Female32
33,Female,19,0,2031,22,Female33
34,Female,16,0,2031,22,Female34
35,Female,20,0,2031,31,Female35
36,Female,14,0,2031,27,Female36
37,Female,16,0,2031,33,Female37
38,Female,20,0,2031,21,Female38
39,Female,16,0,2031,29,Female39
40,Female,18,0,2031,32,Female40
41,Female,14,0,2031,25,Female41
42,Female,30,0,2031,28,Female42
43,Female,26,0,2031,37,Female43
44,Female,15,0,2031,20,Female44
45,Female,19,0,2031,27,Female45
46,Female,16,0,2031,32,Female46
47,Female,19,0,2031,32,Female47
48,Female,22,0,2031,56,Female48
49,Female,22,0,2031,37,Female49
50,Female,31,0,2031,54,Female50
51,Female,26,0,2031,36,Female51
52,Female,33,0,2031,29,Female52
53,Female,21,0,2031,39,Female53
54,Female,27,0,2031,35,Female54
55,Female,31,0,2031,28,Female55
56,Female,23,0,2031,42,Female56
57,Female,28,0,2031,49,Female57
58,Female,37,0,2031,31,Female58
59,Female,19,0,2031,38,Female59
60,Female,26,0,2031,31,Female60
61,Female,31,0,2031,36,Female61
62,Female,29,0,2031,29,Female62
63,Female,52,0,2031,44,Female63
64,Female,36,0,2031,43,Female64
65,Female,49,0,2031,40,Female65
66,Female,34,0,2031,42,Female66
67,Female,29,0,2031,36,Female67
68,Female,33,0,2031,30,Female68
69,Female,27,0,2031,38,Female69
70,Female,26,0,2031,35,Female70
71,Female,35,0,2031,23,Female71
72,Female,43,0,2031,32,Female72
73,Female,23,0,2031,30,Female73
74,Female,32,0,2031,13,Female74
75,Female,24,0,2031,29,Female75
76,Female,28,0,2031,22,Female76
77,Female,28,0,2031,23,Female77
78,Female,37,0,2031,27,Female78
79,Female,35,0,2031,20,Female79
80,Female,31,0,2031,14,Female80
81,Female,28,0,2031,14,Female81
82,Female,24,0,2031,14,Female82
83,Female,19,0,2031,23,Female83
84,Female,21,0,2031,15,Female84
85,Female,15,0,2031,13,Female85
86,Female,13,0,2031,11,Female86
87,Female,12,0,2031,9,Female87
88,Female,15,0,2031,14,Female88
89,Female,6,0,2031,3,Female89
90+,Female,13,0,2031,39,Female90+
0,Male,0,0,2031,24,Male0
1,Male,0,0,2031,13,Male1
2,Male,0,0,2031,22,Male2
3,Male,0,0,2031,16,Male3
4,Male,0,0,2031,19,Male4
5,Male,0,0,2031,25,Male5
6,Male,0,0,2031,37,Male6
7,Male,0,0,2031,23,Male7
8,Male,0,0,2031,26,Male8
9,Male,0,0,2031,30,Male9
10,Male,0,0,2031,34,Male10
11,Male,0,0,2031,27,Male11
12,Male,0,0,2031,30,Male12
13,Male,0,0,2031,24,Male13
14,Male,0,0,2031,19,Male14
15,Male,24,0,2031,23,Male15
16,Male,13,0,2031,18,Male16
17,Male,22,0,2031,33,Male17
18,Male,16,0,2031,27,Male18
19,Male,18,0,2031,17,Male19
20,Male,25,0,2031,24,Male20
21,Male,37,0,2031,29,Male21
22,Male,23,0,2031,22,Male22
23,Male,26,0,2031,12,Male23
24,Male,29,0,2031,20,Male24
25,Male,34,0,2031,12,Male25
26,Male,27,0,2031,23,Male26
27,Male,30,0,2031,25,Male27
28,Male,24,0,2031,28,Male28
29,Male,18,0,2031,24,Male29
30,Male,23,0,2031,18,Male30
31,Male,17,0,2031,14,Male31
32,Male,32,0,2031,21,Male32
33,Male,26,0,2031,19,Male33
34,Male,16,0,2031,14,Male34
35,Male,24,0,2031,18,Male35
36,Male,28,0,2031,18,Male36
37,Male,22,0,2031,23,Male37
38,Male,12,0,2031,16,Male38
39,Male,20,0,2031,24,Male39
40,Male,12,0,2031,23,Male40
41,Male,23,0,2031,25,Male41
42,Male,25,0,2031,22,Male42
43,Male,25,0,2031,32,Male43
44,Male,23,0,2031,31,Male44
45,Male,18,0,2031,36,Male45
46,Male,14,0,2031,32,Male46
47,Male,21,0,2031,31,Male47
48,Male,18,0,2031,45,Male48
49,Male,13,0,2031,32,Male49
50,Male,18,0,2031,32,Male50
51,Male,17,0,2031,41,Male51
52,Male,22,0,2031,27,Male52
53,Male,15,0,2031,42,Male53
54,Male,24,0,2031,35,Male54
55,Male,23,0,2031,38,Male55
56,Male,22,0,2031,51,Male56
57,Male,21,0,2031,40,Male57
58,Male,30,0,2031,49,Male58
59,Male,30,0,2031,49,Male59
60,Male,34,0,2031,29,Male60
61,Male,29,0,2031,39,Male61
62,Male,30,0,2031,30,Male62
63,Male,41,0,2031,40,Male63
64,Male,29,0,2031,38,Male64
65,Male,28,0,2031,39,Male65
66,Male,40,0,2031,31,Male66
67,Male,27,0,2031,29,Male67
68,Male,36,0,2031,43,Male68
69,Male,30,0,2031,48,Male69
70,Male,33,0,2031,42,Male70
71,Male,40,0,2031,20,Male71
72,Male,30,0,2031,29,Male72
73,Male,40,0,2031,21,Male73
74,Male,39,0,2031,17,Male74
75,Male,25,0,2031,19,Male75
76,Male,23,0,2031,23,Male76
77,Male,24,0,2031,20,Male77
78,Male,30,0,2031,15,Male78
79,Male,25,0,2031,19,Male79
80,Male,26,0,2031,14,Male80
81,Male,18,0,2031,16,Male81
82,Male,15,0,2031,8,Male82
83,Male,22,0,2031,11,Male83
84,Male,29,0,2031,7,Male84
85,Male,20,0,2031,8,Male85
86,Male,11,0,2031,6,Male86
87,Male,9,0,2031,3,Male87
88,Male,4,0,2031,13,Male88
89,Male,7,0,2031,4,Male89
90+,Male,5,0,2031,17,Male90+
0,Female,0,0,2032,21,Female0
1,Female,0,0,2032,25,Female1
2,Female,0,0,2032,14,Female2
3,Female,0,0,2032,29,Female3
4,Female,0,0,2032,19,Female4
5,Female,0,0,2032,18,Female5
6,Female,0,0,2032,25,Female6
7,Female,0,0,2032,29,Female7
8,Female,0,0,2032,16,Female8
9,Female,0,0,2032,29,Female9
10,Female,0,0,2032,30,Female10
11,Female,0,0,2032,20,Female11
12,Female,0,0,2032,25,Female12
13,Female,0,0,2032,27,Female13
14,Female,0,0,2032,17,Female14
15,Female,0,0,2032,35,Female15
16,Female,21,0,2032,12,Female16
17,Female,25,0,2032,20,Female17
18,Female,14,0,2032,20,Female18
19,Female,29,0,2032,16,Female19
20,Female,19,0,2032,20,Female20
21,Female,18,0,2032,14,Female21
22,Female,25,0,2032,16,Female22
23,Female,29,0,2032,20,Female23
24,Female,16,0,2032,17,Female24
25,Female,29,0,2032,18,Female25
26,Female,29,0,2032,14,Female26
27,Female,20,0,2032,31,Female27
28,Female,25,0,2032,26,Female28
29,Female,27,0,2032,15,Female29
30,Female,17,0,2032,20,Female30
31,Female,35,0,2032,16,Female31
32,Female,12,0,2032,19,Female32
33,Female,19,0,2032,22,Female33
34,Female,19,0,2032,22,Female34
35,Female,16,0,2032,31,Female35
36,Female,20,0,2032,27,Female36
37,Female,14,0,2032,33,Female37
38,Female,16,0,2032,21,Female38
39,Female,20,0,2032,29,Female39
40,Female,16,0,2032,32,Female40
41,Female,18,0,2032,25,Female41
42,Female,14,0,2032,28,Female42
43,Female,30,0,2032,37,Female43
44,Female,26,0,2032,20,Female44
45,Female,15,0,2032,27,Female45
46,Female,19,0,2032,32,Female46
47,Female,16,0,2032,32,Female47
48,Female,18,0,2032,56,Female48
49,Female,22,0,2032,37,Female49
50,Female,22,0,2032,54,Female50
51,Female,31,0,2032,36,Female51
52,Female,26,0,2032,29,Female52
53,Female,33,0,2032,39,Female53
54,Female,21,0,2032,35,Female54
55,Female,27,0,2032,28,Female55
56,Female,31,0,2032,42,Female56
57,Female,22,0,2032,49,Female57
58,Female,27,0,2032,31,Female58
59,Female,37,0,2032,38,Female59
60,Female,19,0,2032,31,Female60
61,Female,26,0,2032,36,Female61
62,Female,31,0,2032,29,Female62
63,Female,29,0,2032,44,Female63
64,Female,52,0,2032,43,Female64
65,Female,36,0,2032,40,Female65
66,Female,49,0,2032,42,Female66
67,Female,34,0,2032,36,Female67
68,Female,29,0,2032,30,Female68
69,Female,33,0,2032,38,Female69
70,Female,27,0,2032,35,Female70
71,Female,24,0,2032,23,Female71
72,Female,35,0,2032,32,Female72
73,Female,43,0,2032,30,Female73
74,Female,23,0,2032,13,Female74
75,Female,30,0,2032,29,Female75
76,Female,24,0,2032,22,Female76
77,Female,26,0,2032,23,Female77
78,Female,26,0,2032,27,Female78
79,Female,35,0,2032,20,Female79
80,Female,35,0,2032,14,Female80
81,Female,29,0,2032,14,Female81
82,Female,21,0,2032,14,Female82
83,Female,23,0,2032,23,Female83
84,Female,18,0,2032,15,Female84
85,Female,18,0,2032,13,Female85
86,Female,14,0,2032,11,Female86
87,Female,10,0,2032,9,Female87
88,Female,10,0,2032,14,Female88
89,Female,14,0,2032,3,Female89
90+,Female,12,0,2032,39,Female90+
0,Male,0,0,2032,24,Male0
1,Male,0,0,2032,13,Male1
2,Male,0,0,2032,22,Male2
3,Male,0,0,2032,16,Male3
4,Male,0,0,2032,19,Male4
5,Male,0,0,2032,25,Male5
6,Male,0,0,2032,37,Male6
7,Male,0,0,2032,23,Male7
8,Male,0,0,2032,26,Male8
9,Male,0,0,2032,30,Male9
10,Male,0,0,2032,34,Male10
11,Male,0,0,2032,27,Male11
12,Male,0,0,2032,30,Male12
13,Male,0,0,2032,24,Male13
14,Male,0,0,2032,19,Male14
15,Male,0,0,2032,23,Male15
16,Male,24,0,2032,18,Male16
17,Male,13,0,2032,33,Male17
18,Male,22,0,2032,27,Male18
19,Male,16,0,2032,17,Male19
20,Male,18,0,2032,24,Male20
21,Male,25,0,2032,29,Male21
22,Male,37,0,2032,22,Male22
23,Male,23,0,2032,12,Male23
24,Male,26,0,2032,20,Male24
25,Male,29,0,2032,12,Male25
26,Male,34,0,2032,23,Male26
27,Male,27,0,2032,25,Male27
28,Male,30,0,2032,28,Male28
29,Male,24,0,2032,24,Male29
30,Male,18,0,2032,18,Male30
31,Male,23,0,2032,14,Male31
32,Male,17,0,2032,21,Male32
33,Male,32,0,2032,19,Male33
34,Male,26,0,2032,14,Male34
35,Male,16,0,2032,18,Male35
36,Male,24,0,2032,18,Male36
37,Male,28,0,2032,23,Male37
38,Male,22,0,2032,16,Male38
39,Male,12,0,2032,24,Male39
40,Male,20,0,2032,23,Male40
41,Male,12,0,2032,25,Male41
42,Male,23,0,2032,22,Male42
43,Male,25,0,2032,32,Male43
44,Male,25,0,2032,31,Male44
45,Male,23,0,2032,36,Male45
46,Male,18,0,2032,32,Male46
47,Male,14,0,2032,31,Male47
48,Male,21,0,2032,45,Male48
49,Male,18,0,2032,32,Male49
50,Male,13,0,2032,32,Male50
51,Male,18,0,2032,41,Male51
52,Male,17,0,2032,27,Male52
53,Male,22,0,2032,42,Male53
54,Male,15,0,2032,35,Male54
55,Male,24,0,2032,38,Male55
56,Male,23,0,2032,51,Male56
57,Male,22,0,2032,40,Male57
58,Male,21,0,2032,49,Male58
59,Male,30,0,2032,49,Male59
60,Male,30,0,2032,29,Male60
61,Male,34,0,2032,39,Male61
62,Male,29,0,2032,30,Male62
63,Male,29,0,2032,40,Male63
64,Male,40,0,2032,38,Male64
